title,Ratings,Counts,Preference Ratio
Witchboard 2: The Devil's Doorway (1993),3.125,4,-0.04890148620408945
Raja Rani (2013),3.125,4,-0.04890148620408945
Eyyvah Eyvah (2010),3.125,4,-0.04890148620408945
Huie's Sermon (1983),3.125,4,-0.04890148620408945
Those Awful Hats (1909),3.125,4,-0.04890148620408945
Thoonga Vanam (2015),3.125,4,-0.04890148620408945
A Sinner in Mecca (2015),3.125,4,-0.04890148620408945
Glenn Killing på Berns (1993),3.125,4,-0.04890148620408945
Milestones (1975),3.125,4,-0.04890148620408945
Heaven's Heart (2008),3.125,4,-0.04890148620408945
David Wants to Fly (2010),3.125,4,-0.04890148620408945
Sandow (1896),3.125,4,-0.04890148620408945
Station West (1948),3.125,4,-0.04890148620408945
"Breaktime, The (Zang-e Tafrih) (Recess) (1972)",3.125,4,-0.04890148620408945
Cosmic Psychos: Blokes You Can Trust (2013),3.125,4,-0.04890148620408945
What Every Frenchwoman Wants (1986),3.125,4,-0.04890148620408945
"Vanquished, The (I vinti) (1953)",3.125,4,-0.04890148620408945
Son of Mine (2015),3.125,4,-0.04890148620408945
Blood Dolls (1999),3.125,4,-0.04890148620408945
The Final Master (2015),3.125,4,-0.04890148620408945
A Quiet Place in the Country (1968),3.125,4,-0.04890148620408945
Shock Wave (2017),3.125,4,-0.04890148620408945
Rerouting (2014),3.125,4,-0.04890148620408945
The Ugly Duckling (2010),3.125,4,-0.04890148620408945
Nanga Parbat (2010),3.125,4,-0.04890148620408945
Businessmen (1962),3.125,4,-0.04890148620408945
Only Two Can Play (1962),3.125,4,-0.04890148620408945
"Turkish Dance, Ella Lola (1898)",3.125,4,-0.04890148620408945
Swedenhielms Family (1935),3.125,4,-0.04890148620408945
Twilight of a Woman's Soul (Sumerki zhenskoi dushi) (1913),3.125,4,-0.04890148620408945
112 Weddings (2013),3.125,4,-0.04890148620408945
Dog (2001),3.125,4,-0.04890148620408945
Quarterback Princess (1983),3.125,4,-0.04890148620408945
After Love (2016),3.125,4,-0.04890148620408945
Bang Bang (1971),3.125,4,-0.04890148620408945
Muscle Beach Party (1964),3.125,4,-0.04890148620408945
12 Storeys (Shier lou) (1997),3.125,4,-0.04890148620408945
Fantasma d'amore (1981),3.125,4,-0.04890148620408945
Ten Seconds to Hell (1959),3.125,4,-0.04890148620408945
Heiter bis wolkig (2012),3.125,4,-0.04890148620408945
Back Soon (2007),3.125,4,-0.04890148620408945
Cinderella (1965),3.125,4,-0.04890148620408945
Tuning the Instruments (2000),3.125,4,-0.04890148620408945
Garbage Prince (2011),3.125,4,-0.04890148620408945
Ferat Vampire (1982),3.125,4,-0.04890148620408945
Joy of Living (1938),3.125,4,-0.04890148620408945
Castro (2009),3.125,4,-0.04890148620408945
Cine Holliúdy (2013),3.125,4,-0.04890148620408945
Truth or Dare (2017),3.125,4,-0.04890148620408945
Bastards of the Party (2005),3.125,4,-0.04890148620408945
Beyond Tomorrow (Beyond Christmas) (1940),3.125,4,-0.04890148620408945
Sleeping Beauty (1987),3.125,4,-0.04890148620408945
"Private Affairs of Bel Ami, The (1947)",3.125,4,-0.04890148620408945
No Budget Story (1997),3.125,4,-0.04890148620408945
"Poll Diaries, The (Poll) (2010)",3.125,4,-0.04890148620408945
Angels of the Sun (2006),3.125,4,-0.04890148620408945
City of Tiny Lights (2016),3.125,4,-0.04890148620408945
Just an American Boy (2003),3.125,4,-0.04890148620408945
Hell on Earth: The Fall of Syria and the Rise of ISIS (2017),3.125,4,-0.04890148620408945
Plump Fiction (1998),3.125,4,-0.04890148620408945
Pablo (2012),3.125,4,-0.04890148620408945
Suburban Knights (2011),3.125,4,-0.04890148620408945
Lowlands (Tiefland) (1954),3.125,4,-0.04890148620408945
Seitsemän veljestä (1939),3.125,4,-0.04890148620408945
Warm Springs (2005),3.125,4,-0.04890148620408945
The Making of 'Terminator 2: Judgment Day' (1991),3.125,4,-0.04890148620408945
The Lost World (2001),3.125,4,-0.04890148620408945
The Man I Married (1940),3.125,4,-0.04890148620408945
Painkiller Jane (2005),3.125,4,-0.04890148620408945
Laid in America (2016),3.125,4,-0.04890148620408945
"It's Not You, It's Me (2004)",3.125,4,-0.04890148620408945
"Semen, a Love Sample (2005)",3.125,4,-0.04890148620408945
Fearless Hyena II (Long teng hu yue) (1983),3.125,4,-0.04890148620408945
H6: Diario de un asesino (2005),3.125,4,-0.04890148620408945
"Den tatuerade änkan (Tattooed Widow, The) (1998) ",3.125,4,-0.04890148620408945
Murder by Proxy: How America Went Postal (2010),3.125,4,-0.04890148620408945
Charlie Chan in Paris (1935),3.125,4,-0.04890148620408945
Band of Angels (1957),3.125,4,-0.04890148620408945
The Masked Saint (2016),3.125,4,-0.04890148620408945
Retake (2016),3.125,4,-0.04890148620408945
When the Lights Went Out (2012),3.125,4,-0.04890148620408945
Two Tigers (2007),3.125,4,-0.04890148620408945
Charlie Brown's Christmas Tales (2002),3.125,4,-0.04890148620408945
The Levenger Tapes (2013),3.125,4,-0.04890148620408945
"Badlanders, The (1958)",3.125,4,-0.04890148620408945
Two O'Clock Courage (1945),3.125,4,-0.04890148620408945
The Mermaid (1904),3.125,4,-0.04890148620408945
Hava Nagila: The Movie (2012),3.125,4,-0.04890148620408945
Phantom Detective (2016),3.125,4,-0.04890148620408945
Joanna (2013),3.125,4,-0.04890148620408945
Metamorphosis (2003),3.125,4,-0.04890148620408945
Christine (1958),3.125,4,-0.04890148620408945
Evil Roy Slade (1972),3.125,4,-0.04890148620408945
Private (2004),3.125,4,-0.04890148620408945
Why (1971),3.125,4,-0.04890148620408945
Dead Souls (2012),3.125,4,-0.04890148620408945
Dead Daughters (2007),3.125,4,-0.04890148620408945
"Best of Times, The (Mei li shi guang) (2001)",3.125,4,-0.04890148620408945
Cold Moon (Lune froide) (1991),3.125,4,-0.04890148620408945
Loophole (1954),3.125,4,-0.04890148620408945
Rentun Ruusu (2001),3.125,4,-0.04890148620408945
It Runs in the Family (My Summer Story) (1994),3.125,4,-0.04890148620408945
Harvest Love (2017),3.125,4,-0.04890148620408945
Algorithm (2014),3.125,4,-0.04890148620408945
"Greening of Whitney Brown, The (2011)",3.125,4,-0.04890148620408945
Berlin Is in Germany (2001),3.125,4,-0.04890148620408945
Torpedo Run (1958),3.125,4,-0.04890148620408945
Rouva presidentti (2012),3.125,4,-0.04890148620408945
"Young Unknowns, The (2000)",3.125,4,-0.04890148620408945
Hercules: Zero to Hero (1999),3.125,4,-0.04890148620408945
Bestiaire (2012),3.125,4,-0.04890148620408945
Above Dark Waters (2013),3.125,4,-0.04890148620408945
Beneath the Harvest Sky (2013),3.125,4,-0.04890148620408945
44500 Max (2009),3.125,4,-0.04890148620408945
Colt 45 (2014),3.125,4,-0.04890148620408945
The Guyver: Bio-Booster Armor (1989),3.125,4,-0.04890148620408945
Dr. Cabbie (2014),3.125,4,-0.04890148620408945
You Can't Cheat an Honest Man (1939),3.125,4,-0.04890148620408945
Dunkirk (1958),3.125,4,-0.04890148620408945
Very Ordinary Couple (Yeonaeui Wondo) (2013),3.125,4,-0.04890148620408945
Framed (1947),3.125,4,-0.04890148620408945
Isabelle au bois dormant (2007),3.125,4,-0.04890148620408945
You Won't Have Alsace-Lorraine (1977),3.125,4,-0.04890148620408945
T.V. of Tomorrow (1953),3.125,4,-0.04890148620408945
Hollow City (2006),3.125,4,-0.04890148620408945
Family Way (2012),3.125,4,-0.04890148620408945
Devil's Doorway (1950),3.125,4,-0.04890148620408945
Parental Guidance (1996),3.125,4,-0.04890148620408945
Swiss Miss (1938),3.125,4,-0.04890148620408945
Jawbone (2017),3.125,4,-0.04890148620408945
"Fifth Avenue, New York (1897)",3.125,4,-0.04890148620408945
Kathy Griffin: Pants Off (2011),3.125,4,-0.04890148620408945
Baaghi (2016),3.125,4,-0.04890148620408945
Joker Game (2015),3.125,4,-0.04890148620408945
Yuma (2012),3.125,4,-0.04890148620408945
"Scenic Route, The (1978)",3.125,4,-0.04890148620408945
Hercules in the Haunted World (1961),3.125,4,-0.04890148620408945
The Reconquest (2016),3.125,4,-0.04890148620408945
The Agha (1985),3.125,4,-0.04890148620408945
Melbourne (2014),3.125,4,-0.04890148620408945
Something Wicked (2014),3.125,4,-0.04890148620408945
Death Carries a Cane (1973),3.125,4,-0.04890148620408945
Under Electric Clouds (2015),3.125,4,-0.04890148620408945
The Rainbow (1989),3.125,4,-0.04890148620408945
The Leading Man (1996),3.101010101010101,99,-0.049026052750497096
Divine Intervention (Yadon ilaheyya) (2002),3.1021505376344085,93,-0.04927277508994425
Mad City (1997),2.8372497824194953,1149,-0.049457630752261686
Winter's Tale (2014),3.0682819383259914,227,-0.049469008549678416
Pursued (1947),3.1153846153846154,39,-0.04947529089531352
Elections Day 2 (2016),3.1153846153846154,39,-0.04947529089531352
Romeo and Juliet (2013),3.1153846153846154,39,-0.04947529089531352
The Limehouse Golem (2017),3.110169491525424,59,-0.04961336114179629
"Follow Me, Boys! (1966)",3.110169491525424,59,-0.04961336114179629
Who Is Cletis Tout? (2001),3.0899280575539567,139,-0.049745037885003264
"Never Play Clever Again (Gendarme et les gendarmettes, Le) (1982)",3.107142857142857,70,-0.04979686339484658
Road House (1948),3.1136363636363638,44,-0.04981179187500608
"Alibi, The (Lies and Alibis) (2006)",3.1136363636363638,44,-0.04981179187500608
Non-Stop (2013),3.119047619047619,21,-0.05005124573239872
Marquis (1989),3.119047619047619,21,-0.05005124573239872
Love Me No More (Deux jours à tuer) (2008),3.119047619047619,21,-0.05005124573239872
Premonition (2004),3.1166666666666667,30,-0.05013657733924406
Brides of Dracula (1960),3.1166666666666667,30,-0.05013657733924406
"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)",3.1166666666666667,30,-0.05013657733924406
Nathalie... (2003),3.1166666666666667,30,-0.05013657733924406
Used People (1992),3.1166666666666667,30,-0.05013657733924406
A Driver for Vera (2004),3.1166666666666667,30,-0.05013657733924406
Passenger 57 (1992),2.8615090735434574,1047,-0.05034185379914091
Into the Blue (2005),2.943134535367545,721,-0.05038847478640543
"Midnight Meat Train, The (2008)",3.0163934426229506,427,-0.050671197603478574
Showtime (2002),2.730695596681557,1567,-0.05068421529785308
"Langoliers, The (1995)",3.012443438914027,442,-0.05080101731274764
Come Back to Me (2014),3.1142857142857143,35,-0.050902949317868255
Ferdinand (2017),3.0868055555555554,144,-0.05101523530386683
"Road to Hong Kong, The (1962)",3.109090909090909,55,-0.05102721460809655
Holy Smoke (1999),2.9663461538461537,624,-0.05113320965913684
Hotel de Love (1996),3.0773480662983426,181,-0.05114124216186572
Semi-Tough (1978),3.0625,240,-0.05118400590701602
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),3.11,50,-0.051260858321723654
Ninja: Shadow of a Tear (2013),3.1125,40,-0.05126490318565566
Maps to the Stars (2014),3.0714285714285716,203,-0.05141735768341615
Crystal Fairy & the Magical Cactus and 2012 (2013),3.1025641025641026,78,-0.0515456911961884
Red Heat (1988),2.8484432234432235,1092,-0.05155738119217444
Kelly & Cal (2014),3.1176470588235294,17,-0.05168385812967625
Psychometry (2013),3.1176470588235294,17,-0.05168385812967625
"Flat, The (2011)",3.1176470588235294,17,-0.05168385812967625
Who the Hell Is Juliette? (¿Quién diablos es Juliette?) (1997),3.1176470588235294,17,-0.05168385812967625
Tom and Jerry: The Magic Ring (2002),3.1176470588235294,17,-0.05168385812967625
Crocodile (Ag-o) (1996),3.1176470588235294,17,-0.05168385812967625
"Muppet Musicians of Bremen, The (1972)",3.1176470588235294,17,-0.05168385812967625
The Hollow Point (2016),3.1176470588235294,17,-0.05168385812967625
Gayby (2012),3.1176470588235294,17,-0.05168385812967625
"Seduction of Joe Tynan, The (1979)",3.1176470588235294,17,-0.05168385812967625
"Satan Bug, The (1965)",3.1176470588235294,17,-0.05168385812967625
Break Point (2014),3.1176470588235294,17,-0.05168385812967625
"Move Over, Darling (1963)",3.1153846153846154,26,-0.05168867210359478
One Missed Call 2 (2005),3.1153846153846154,26,-0.05168867210359478
"Killer Inside Me, The (2010)",3.0523465703971118,277,-0.05178285024316841
"Battle Creek Brawl (Big Brawl, The) (1980)",3.0891472868217056,129,-0.05197811195966714
"Hi-Lo Country, The (1998)",3.068075117370892,213,-0.05199316864600826
Max (2015),3.1044776119402986,67,-0.05211847103563716
Paulie (1998),2.834938704028021,1142,-0.05221964989076258
Black Mask (Hak hap) (1996),2.9473304473304474,693,-0.05230496070287528
One Night at McCool's (2001),2.8448275862068964,1102,-0.05231132528611371
Veronica (2017),3.097826086956522,92,-0.05238116395446708
Doomsday (2008),2.922348484848485,792,-0.052422517062232464
Tokyo Gore Police (Tôkyô zankoku keisatsu) (2008),3.0921052631578947,114,-0.05252229789484411
Guinea Pig: Flowers of Flesh and Blood (Za ginipiggu 2: Chiniku no hana) (1985),3.1129032258064515,31,-0.05252328336642976
At Midnight I'll Take Your Soul (À Meia-Noite Levarei Sua Alma) (1964),3.1129032258064515,31,-0.05252328336642976
Cinema Verite (2011),3.1129032258064515,31,-0.05252328336642976
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),3.107843137254902,51,-0.05255601914804678
Identity Thief (2013),2.903114186851211,867,-0.05272122350305724
"Yours, Mine and Ours (2005)",3.0010504201680672,476,-0.05275284659081858
If These Walls Could Talk (1996),3.108695652173913,46,-0.052828101858118974
Britannia Hospital (1982),3.108695652173913,46,-0.052828101858118974
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3.07035175879397,199,-0.05283000870796541
You Again (2010),3.041269841269841,315,-0.05283874488934688
Parallels (2015),3.087121212121212,132,-0.052843892269517106
Fool for Love (1985),3.1097560975609757,41,-0.05295891194510542
Leap! (2016),3.1029411764705883,68,-0.05299209965723204
"Thick as Thieves (a.k.a. Code, The) (2009)",3.0693069306930694,202,-0.05302910807241341
Flight of the Red Balloon (2007),3.1013513513513513,74,-0.0530507019393191
"Two Jakes, The (1990)",2.9727427597955707,587,-0.05308683556445424
Afternoon Delight (2013),3.1052631578947367,57,-0.05328735442682356
Dream House (2011),3.052434456928839,267,-0.05342573909199852
"Fourth Kind, The (2009)",2.969798657718121,596,-0.05355478370441112
The Last King (2016),3.1136363636363638,22,-0.05355751391978975
Life-Size (2000),3.1136363636363638,22,-0.05355751391978975
Pardes (1997),3.1136363636363638,22,-0.05355751391978975
Marvel One-Shot: The Consultant (2011),3.1136363636363638,22,-0.05355751391978975
Where Is Fred!? (Wo ist Fred?) (2006),3.1136363636363638,22,-0.05355751391978975
Legend of the Black Scorpion (a.k.a. The Banquet) (Ye yan) (2006),3.1136363636363638,22,-0.05355751391978975
Margot at the Wedding (2007),3.0338235294117646,340,-0.05364143383463038
Blackboards (Takhté Siah) (2000),3.105769230769231,52,-0.05379481763132126
Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010),3.0710526315789473,190,-0.05388616085643673
Hideaway (1995),2.9013840830449826,867,-0.0538966948286732
Deathwatch (2002),3.096590909090909,88,-0.05390141186849658
Journey's End (2018),3.1153846153846154,13,-0.05390205331187603
Night Must Fall (1937),3.1153846153846154,13,-0.05390205331187603
What the Bleep! Down the Rabbit Hole (2006),3.1153846153846154,13,-0.05390205331187603
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),3.1153846153846154,13,-0.05390205331187603
Angel of Christmas (2015),3.1153846153846154,13,-0.05390205331187603
"Willow Tree, The (Beed-e majnoon) (2005)",3.1153846153846154,13,-0.05390205331187603
The Driftless Area (2015),3.1153846153846154,13,-0.05390205331187603
Detective Conan: The Fourteenth Target (1998),3.1153846153846154,13,-0.05390205331187603
Flying Home (2014),3.1153846153846154,13,-0.05390205331187603
Mini's First Time (2006),3.1153846153846154,13,-0.05390205331187603
Choices (1981),3.1153846153846154,13,-0.05390205331187603
"Whole Ten Yards, The (2004)",2.8069187449718425,1243,-0.05406076906748987
"I Love You, Alice B. Toklas! (1968)",3.106382978723404,47,-0.05422912397194142
Barbie in the 12 Dancing Princesses (2006),3.106382978723404,47,-0.05422912397194142
Absolutely Anything (2015),3.068877551020408,196,-0.054342398809044797
Bedlam (1946),3.103448275862069,58,-0.05435016588779176
Killers (2010),2.9359504132231407,726,-0.054418228019193805
The Night Visitor (1971),3.111111111111111,27,-0.05442192665255628
Kaho Naa... Pyaar Hai (2000),3.111111111111111,27,-0.05442192665255628
Flakes (2007),3.107142857142857,42,-0.054564145997298516
Frankenhooker (1990),3.1015625,64,-0.05460984374161121
"My Son, My Son, What Have Ye Done (2009)",3.0875,120,-0.05462965640523008
Maniac Cop 2 (1990),3.109375,32,-0.05475017901110715
Jesse Stone: Benefit of the Doubt (2012),3.109375,32,-0.05475017901110715
"House Bunny, The (2008)",2.8796198521647307,947,-0.055062993942265825
"Man with One Red Shoe, The (1985)",3.0176767676767677,396,-0.055077340663089204
California Suite (1978),3.0542168674698793,249,-0.05527941107071453
Mr. Sardonicus (1961),3.1016949152542375,59,-0.05537117831303405
On the Road (2012),3.0592105263157894,228,-0.05546206921381992
Phantom (2013),3.1,65,-0.055501181189613405
Target (1995),3.1041666666666665,48,-0.055564675993815094
Live by Night (2017),3.079861111111111,144,-0.05573344659696428
Trolls (2016),3.0120772946859904,414,-0.05581706651495362
Knight of Cups (2015),3.082089552238806,134,-0.05592199464877554
My Girlfriend Is an Agent (Chilgeup gongmuwon) (2009),3.111111111111111,18,-0.0559542674890587
Tidal Wave (2009),3.111111111111111,18,-0.0559542674890587
"Piece of the Action, A (1977)",3.111111111111111,18,-0.0559542674890587
Voyeur (2017),3.111111111111111,18,-0.0559542674890587
RAID Dingue (2017),3.111111111111111,18,-0.0559542674890587
Dallas 362 (2003),3.111111111111111,18,-0.0559542674890587
Reggie Watts: Spatial (2016),3.111111111111111,18,-0.0559542674890587
"Song for Martin, A (Sång för Martin, En) (2001)",3.111111111111111,18,-0.0559542674890587
Stranded: I've Come from a Plane That Crashed on the Mountains (2007),3.111111111111111,18,-0.0559542674890587
"Beastmaster, The (1982)",2.8709016393442623,976,-0.056048800553532535
"Big Green, The (1995)",2.848684210526316,1064,-0.0561609317659474
All the Vermeers in New York (1990),3.0814814814814815,135,-0.05616487146507727
"Glass House, The (2001)",2.8306878306878307,1134,-0.056469869312607
"Princess Blade, The (Shura Yukihime) (2001)",3.0777027027027026,148,-0.056518877302769915
Aelita: The Queen of Mars (Aelita) (1924),3.1052631578947367,38,-0.05652229619277309
Bounty Killer (2013),3.1052631578947367,38,-0.05652229619277309
Jersey Girl (1992),3.0913978494623655,93,-0.05657839257603088
Planet of the Vampires (Terrore nello spazio) (1965),3.0930232558139537,86,-0.05666587569967712
"Memory Keeper's Daughter, The (2008)",3.108695652173913,23,-0.05674408399584736
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993),3.108695652173913,23,-0.05674408399584736
"Hands of Orlac, The (Orlacs Hände) (1924)",3.108695652173913,23,-0.05674408399584736
"Forgiveness of Blood, The (Falja e gjakut) (2011)",3.108695652173913,23,-0.05674408399584736
Love Happy (1949),3.106060606060606,33,-0.05683179248986821
"Valachi Papers,The (1972)",3.1020408163265305,49,-0.05683876629671657
Flowers in the Attic (2014),3.1020408163265305,49,-0.05683876629671657
Wizards of Waverly Place: The Movie (2009),3.095890410958904,73,-0.056931247403067
13 (2010),3.0582959641255605,223,-0.05693474374074513
Samson and Delilah (1949),3.107142857142857,28,-0.05694778729852448
Don't Torture a Duckling (Non si sevizia un paperino) (1972),3.1,55,-0.05720378211906052
Miles Ahead (2016),3.098360655737705,61,-0.05729602881746773
"Man Who Cried, The (2000)",3.03525641025641,312,-0.05743518505714905
All's Faire in Love (2009),3.111111111111111,9,-0.0574866083255611
Cinematographer Style (2006),3.111111111111111,9,-0.0574866083255611
Cold Showers (Douches froides) (2005),3.111111111111111,9,-0.0574866083255611
I Became a Criminal (They Made Me a Fugitive) (1947),3.111111111111111,9,-0.0574866083255611
1898. Los últimos de Filipinas (2016),3.111111111111111,9,-0.0574866083255611
Two Solutions for One Problem (Dow Rahehal Baraye yek Massaleh) (1975),3.111111111111111,9,-0.0574866083255611
The Alchemist Cookbook (2016),3.111111111111111,9,-0.0574866083255611
Windfall (2010),3.111111111111111,9,-0.0574866083255611
"Last American Hero, The (1973)",3.111111111111111,9,-0.0574866083255611
Kobe Doin' Work (2009),3.111111111111111,9,-0.0574866083255611
Crusade in Jeans (2006),3.111111111111111,9,-0.0574866083255611
Out of the Fog (1941),3.111111111111111,9,-0.0574866083255611
Smithereens (1982),3.111111111111111,9,-0.0574866083255611
Wind (2013),3.111111111111111,9,-0.0574866083255611
Planet B-Boy (2007),3.111111111111111,9,-0.0574866083255611
Saps at Sea (1940),3.111111111111111,9,-0.0574866083255611
The Merry Widow (2007),3.111111111111111,9,-0.0574866083255611
Just in Time for Christmas (2015),3.111111111111111,9,-0.0574866083255611
Fires Were Started (1943),3.111111111111111,9,-0.0574866083255611
Claire Dolan (1998),3.111111111111111,9,-0.0574866083255611
Saints and Soldiers: The Void (2014),3.111111111111111,9,-0.0574866083255611
KidPoker (2015),3.111111111111111,9,-0.0574866083255611
Just Jim (2015),3.111111111111111,9,-0.0574866083255611
Man's Castle (1933),3.111111111111111,9,-0.0574866083255611
TerrorStorm: A History of Government-Sponsored Terrorism (2006),3.111111111111111,9,-0.0574866083255611
Ingrid Bergman in Her Own Words (2015),3.111111111111111,9,-0.0574866083255611
Paper Soldier (Bumazhnyy soldat) (2008),3.111111111111111,9,-0.0574866083255611
Hearts of the West (1975),3.111111111111111,9,-0.0574866083255611
"Grand Maneuver, The (Les grandes manoeuvres) (1955)",3.111111111111111,9,-0.0574866083255611
Morning Patrol (Proini peripolos) (1987),3.111111111111111,9,-0.0574866083255611
Jeopardy (a.k.a. A Woman in Jeopardy) (1953),3.111111111111111,9,-0.0574866083255611
"Four Horsemen of the Apocalypse, The (1921)",3.111111111111111,9,-0.0574866083255611
"Dish & the Spoon, The (2011)",3.111111111111111,9,-0.0574866083255611
"Woman Always Pays, The (Afgrunden) (Abyss, The) (1910)",3.111111111111111,9,-0.0574866083255611
Anne of Green Gables (1934),3.111111111111111,9,-0.0574866083255611
Crash Dive (1943),3.111111111111111,9,-0.0574866083255611
Zen Noir (2004),3.111111111111111,9,-0.0574866083255611
Elena and Her Men (Paris Does Strange Things) (Elena et les hommes) (1956),3.111111111111111,9,-0.0574866083255611
"Low Life, The (1995)",3.111111111111111,9,-0.0574866083255611
"Laughing Woman, The (Frightened Woman, The) (Femina ridens) (1969)",3.111111111111111,9,-0.0574866083255611
Quarter to Two Before Jesus Christ (Deux heures moins le quart avant Jésus-Christ) (1982),3.111111111111111,9,-0.0574866083255611
Big Stone Gap (2015),3.111111111111111,9,-0.0574866083255611
Mary (2005),3.111111111111111,9,-0.0574866083255611
The Other Side (2015),3.111111111111111,9,-0.0574866083255611
Marco Polo: One Hundred Eyes (2015),3.102272727272727,44,-0.0575325012637115
Sisters (2015),2.9746376811594204,552,-0.05775848674702268
"Very Harold & Kumar 3D Christmas, A (2011)",3.0083932853717026,417,-0.05780928478259862
I Am Curious (Yellow) (Jag är nyfiken - en film i gult) (1967),3.0848214285714284,112,-0.057811618647554075
Too Late the Hero (1970),3.0955882352941178,68,-0.057987852791100095
Takers (2010),3.0621890547263684,201,-0.058035412724087895
"Dying Gaul, The (2005)",3.096774193548387,62,-0.05820364671427364
Mr. Majestyk (1974),3.0789473684210527,133,-0.05822712489476371
Project X (1987),3.033333333333333,315,-0.05823098636717272
Divorcing Jack (1998),3.0982142857142856,56,-0.05824677635862677
6 Souls (Shelter) (2010),3.075862068965517,145,-0.05828022542107932
Ironclad (2011),3.0677966101694913,177,-0.05831175603050939
Night of the Creeps (1986),2.984251968503937,508,-0.05871776840273633
Plunkett & MaCleane (1999),2.9816602316602316,518,-0.05877605160772715
"Laughing Policeman, The (1973)",3.1029411764705883,34,-0.05878094281735225
Nine Dead Gay Guys (2003),3.1029411764705883,34,-0.05878094281735225
"Last September, The (1999)",3.1,45,-0.058906383048507635
2 Days in New York (2012),3.0738255033557045,149,-0.05898287339704723
"Good Guy, The (2009)",3.0921052631578947,76,-0.05899218142674316
War on Everyone (2016),3.0921052631578947,76,-0.05899218142674316
Wiener-Dog (2016),3.0952380952380953,63,-0.05907704626219833
Dreamchild (1985),3.103448275862069,29,-0.05928770858318841
The Blue Room (2014),3.103448275862069,29,-0.05928770858318841
Renoir (2012),3.103448275862069,29,-0.05928770858318841
I Melt with You (2011),3.103448275862069,29,-0.05928770858318841
LOL (2006),3.107142857142857,14,-0.05933142859975045
Vacuuming Completely Nude in Paradise (2001),3.107142857142857,14,-0.05933142859975045
"Django, Kill... If You Live, Shoot! (Se sei vivo spara) (1967)",3.107142857142857,14,-0.05933142859975045
A Midsummer Night's Dream (2016),3.107142857142857,14,-0.05933142859975045
Miral (2010),3.107142857142857,14,-0.05933142859975045
Poddubnyy (2014),3.107142857142857,14,-0.05933142859975045
Darfur Now (2007),3.107142857142857,14,-0.05933142859975045
In the Beginning (À l'Origine) (2009),3.107142857142857,14,-0.05933142859975045
Take Me to the River (2016),3.107142857142857,14,-0.05933142859975045
Cialo (2003),3.107142857142857,14,-0.05933142859975045
American Boy: A Profile of: Steven Prince (1978),3.107142857142857,14,-0.05933142859975045
Someday This Pain Will Be Useful to You (2011),3.107142857142857,14,-0.05933142859975045
Pokémon the Movie: Diancie and the Cocoon of Destruction (2014),3.107142857142857,14,-0.05933142859975045
Rampage: Capital Punishment (2014),3.107142857142857,14,-0.05933142859975045
No Entry (2005),3.107142857142857,14,-0.05933142859975045
Stealing Rembrandt (Rembrandt) (2003),3.107142857142857,14,-0.05933142859975045
"Boy Called Hate, A (1995)",3.107142857142857,14,-0.05933142859975045
Enemies Closer (2013),3.107142857142857,14,-0.05933142859975045
Dragnet (1987),2.8991696322657177,843,-0.059487484580508385
The Shack (2017),3.092857142857143,70,-0.059502898054933084
Just Buried (2008),3.1041666666666665,24,-0.059650918224488175
"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)",3.1041666666666665,24,-0.059650918224488175
Behold a Pale Horse (1964),3.1052631578947367,19,-0.05975723795872262
"Je, tu, il, elle (I, You, He, She) (1976)",3.1052631578947367,19,-0.05975723795872262
"Lizard in a Woman's Skin, A (Lucertola con la pelle di donna, Una) (1971)",3.1052631578947367,19,-0.05975723795872262
Port of Call (Hamnstad) (1948),3.1052631578947367,19,-0.05975723795872262
"If I Want to Whistle, I Whistle (Eu cand vreau sa fluier, fluier) (2010)",3.1052631578947367,19,-0.05975723795872262
"Story of Vernon and Irene Castle, The (1939)",3.1052631578947367,19,-0.05975723795872262
Careful What You Wish For (2015),3.1052631578947367,19,-0.05975723795872262
Eisenstein in Guanajuato (2015),3.1052631578947367,19,-0.05975723795872262
Mean Dreams (2017),3.1052631578947367,19,-0.05975723795872262
Grateful Dead (1995),3.0574162679425836,209,-0.059916070356933464
Strange Magic (2015),3.09375,64,-0.059917831446346034
Saw VI (2009),2.857142857142857,1008,-0.059948502764221145
Shrek the Halls (2007),2.978095238095238,525,-0.0600063675344512
Jonah: A VeggieTales Movie (2002),3.0160857908847185,373,-0.06007426811290919
Return to Halloweentown (2006),3.0948275862068964,58,-0.0602072557688786
Till Human Voices Wake Us (2001),3.097826086956522,46,-0.060213128229923835
My Awkward Sexual Adventure (2012),3.097826086956522,46,-0.060213128229923835
Mischief (1985),3.091549295774648,71,-0.060221218599883636
Big Business (1988),3.013089005235602,382,-0.06057801065294896
Dragon Tiger Gate (Lung fu moon) (2006),3.1,35,-0.060608983977954764
